artist,genre,lyric,title
Marcos & Belutti,Sertanejo,"Não vou negar, sofri demais,Quando você me deu um fora,Mas o tempo passa, o mundo gira,O mundo é uma bola,Mudei os meus conceitos, me valorizei,Saí pra balada, eu me libertei,Dei a volta por cima e hoje eu te mostrei,Minha nova namorada,Pensou que eu ia chorar por você,Que eu ia morrer de amor,Que eu ia pedir pra voltar,Aah, aah, aah,Aah, aah, aah,Que eu ia chorar por você,Que eu ia morrer de amor,Que eu ia pedir pra voltar,Aah, aah, aah,Aah, aah, aah,Não vou negar, sofri demais,Quando você me deu um fora,Mas o tempo passa, o mundo gira,O mundo é uma bola,Mudei os meus conceitos, me valorizei,Saí pra balada, eu me libertei,Dei a volta por cima e hoje eu te mostrei,Minha nova namorada,Pensou que eu ia chorar por você,Que eu ia morrer de amor,Que eu ia pedir pra voltar,Aah, aah, aah,Aah, aah, aah,Que eu ia chorar por você,Que eu ia morrer de amor,Que eu ia pedir pra voltar,Aah, aah, aah,Aah, aah, aah,Pensou que eu ia chorar por você,Que eu ia morrer de amor,Que eu ia pedir pra voltar,Aah, aah, aah,Aah, aah, aah,Que eu ia chorar por você,Que eu ia morrer de amor,Que eu ia pedir pra voltar,Aah, aah, aah,Aah, aah, aah",Nova Namorada
Simone e Simaria,Sertanejo,"(Loka, loka, loka,Loka, loka, loka),Cadê você, que ninguém viu?,Desapareceu, do nada sumiu,Tá por aí tentando esquecer,O cara safado que te fez sofrer,Cadê você? Onde se escondeu?,Por que sofre se ele não te mereceu?,Insiste em ficar em cima desse muro,Espera a mudança em quem não tem futuro,Deixa esse cara de lado,Você apenas escolheu o cara errado,Sofre no presente por causa do seu passado,Do que adianta chorar pelo leite derramado?,Põe aquela roupa e o batom,Entra no carro, amiga, aumenta o som,E bota uma moda boa,Vamos curtir a noite de patroa,Azarar os boy, beijar na boca,Aproveitar a noite, ficar louca,E bota uma moda boa,Vamos curtir a noite de patroa,Azarar os boy, beijar na boca,Aproveitar a noite, ficar louca,Esquece ele e fica louca, louca, louca,Agora chora no colo da patroa, louca, louca,Esquece ele e fica louca, louca, louca,Agora chora no colo da patroa, louca, louca,Cadê você, que ninguém viu?,Desapareceu, do nada sumiu,Tá por aí tentando esquecer,O cara safado que te fez sofrer,Cadê você? Onde se escondeu?,Por que sofre se ele não te mereceu?,Insiste em ficar em cima desse muro,Espera a mudança em quem não tem futuro,Deixa esse cara de lado,Você apenas escolheu o cara errado,Sofre no presente por causa do seu passado,Do que adianta chorar pelo leite derramado?,Põe aquela roupa e o batom,Entra no carro, amiga, aumenta o som,E bota uma moda boa,Vamos curtir a noite de patroa,Azarar os boy, beijar na boca,Aproveitar a noite, ficar louca,E bota uma moda boa,Vamos curtir a noite de patroa,Azarar os boy, beijar na boca,Aproveitar a noite, ficar louca,Esquece ele e fica louca, louca, louca,Agora chora no colo da patroa, louca, louca,Esquece ele e fica louca, louca, louca,Agora chora no colo da patroa, louca, louca,(Simone, Simaria, Anitta, loucas)",Loka (part. Anitta)
Marília Mendonça,Sertanejo,"Tá de novo com essa pessoa,Não tô acreditando, vai fazer papel de trouxa outra vez,Cê não aprende mesmo, hein,Pra você isso é amor,Mas pra ele isso não passa de um plano B,Se não pegar ninguém da lista, liga pra você,Te usa e joga fora,Para de insistir, chega de se iludir,O que cê tá passando, eu já passei e eu sobrevivi,Se ele não te quer, supera,Se ele não te quer, supera,Ele tá fazendo de tapete o seu coração,Promete pra mim que dessa vez você vai falar não,De mulher pra mulher, supera,De mulher pra mulher, supera,Pra você isso é amor,Mas pra ele isso não passa de um plano B,Se não pegar ninguém da lista, liga pra você,Te usa e joga fora,Para de insistir, chega de se iludir,O que cê tá passando, eu já passei e eu sobrevivi,Se ele não te quer, supera,Se ele não te quer, supera,Ele tá fazendo de tapete o seu coração,Promete pra mim que dessa vez você vai falar não,De mulher pra mulher, supera,De mulher pra mulher, supera,Se ele não te quer, supera,De mulher pra mulher, supera",Supera
Lucas Lucco,Sertanejo,"O destino deve estar nos olhando,Com aquela cara de quem diz,Eu tentei juntar vocês dois,O destino deve estar nos olhando,Decepcionado,Que pena, que pena,Que a gente estragou tudo,Porque pensamos tanto em ser perfeitos,E os perfeitos não sabem amar,A gente estragou tudo,Por apontarmos tanto os nossos erros,Os erros vão sempre estar aqui,O destino deve estar nos olhando,Com aquela cara de quem diz,Eu tentei juntar vocês dois,O destino deve estar nos olhando,Decepcionado,Que pena, que pena,O destino deve estar nos olhando,Com aquela cara de quem diz,Eu tentei juntar vocês dois,O destino deve estar nos olhando,Decepcionado,Que pena, que pena,Que a gente estragou tudo,Porque pensamos tanto em ser perfeitos,E os perfeitos não sabem amar,A gente estragou tudo,Por apontarmos tanto os nossos erros,Os erros vão sempre estar aqui,Não foi amor,E o que faltou?,Foi o que então? Não me pergunte não,O destino deve estar nos olhando,Com aquela cara de quem diz,Eu tentei juntar vocês dois,O destino deve estar nos olhando,Decepcionado,Que pena, que pena",Destino
Marília Mendonça,Sertanejo,"Sei bem,O que te faz bem, eu sei,Mas no fundo eu já tentei,Não faltou coragem,É, uma hora eu ia me tocar,Que você não vai mais voltar,Não receber mensagem,Também é mensagem,Sei ,Que o pra sempre virou pó,E na cabeça deu um nó,Mas eu tô bem consciente,Mas amei,Amei sozinha, mas por dois,Me conformei que agora, e não depois,Vou ter que seguir em frente,Preocupa não,Que eu não vou bater no seu portão,Preocupa não,Que não vai ver mais o meu nome em nenhuma ligação,Preocupa não,Que eu vou tomar vergonha na cara,Preocupa não,Pra um bom entendedor, meia ausência basta,Sei ,Que o pra sempre virou pó,E na cabeça deu um nó,Mas eu tô bem consciente,Mas amei,Amei sozinho, mas por dois,Me conformei que agora, e não depois,Vou ter que seguir em frente,Preocupa não,Que eu não vou bater no seu portão,Preocupa não,Que não vai ver mais o meu nome em nenhuma ligação,Preocupa não,Que eu vou tomar vergonha na cara,Preocupa não,Pra um bom entendedor, meia ausência basta,Preocupa não,Que eu não vou bater no seu portão,Preocupa não,Que não vai ver mais o meu nome em nenhuma ligação,Preocupa não,Que eu vou tomar vergonha na cara,Preocupa não,Pra um bom entendedor, meia ausência basta",Ausência
Marília Mendonça,Sertanejo,"Só vim me desculpar,Eu não vou demorar,Não vou tentar ser sua amiga,Pois sei que não dá,Você vai me odiar,Mas eu vim te contar,Que faz um tempo,Eu me meti no meio do seu lar,Sua família é tão bonita,Eu nunca tive isso na vida,E se eu continuar assim,Eu sei que não vou ter,Ele te ama de verdade,E a culpa foi minha,Minha responsabilidade eu vou resolver,Não quero atrapalhar você,E o preço que eu pago,É nunca ser amada de verdade,Ninguém me respeita nessa cidade,Amante não tem lar,Amante nunca vai casar,E o preço que eu pago,É nunca ser amada de verdade,Ninguém me respeita nessa cidade,Amante não vai ser fiel,Amante não usa aliança e véu,Sua família é tão bonita,Eu nunca tive isso na vida,E se eu continuar assim,Eu sei que não vou ter,Ele te ama de verdade,E a culpa foi minha,Minha responsabilidade eu vou resolver,Não quero atrapalhar você,E o preço que eu pago,É nunca ser amada de verdade,Ninguém me respeita nessa cidade,Amante não tem lar,Amante nunca vai casar,E o preço que eu pago,É nunca ser amada de verdade,Ninguém me respeita nessa cidade,Amante não vai ser fiel,Amante não usa aliança e véu,E o preço que eu pago,É nunca ser amada de verdade,Ninguém me respeita nessa cidade,Amante não tem lar,Amante nunca vai casar,E o preço que eu pago,É nunca ser amada de verdade,Ninguém me respeita nessa cidade,Amante não vai ser fiel,Amante não usa aliança e véu",Amante Não Tem Lar
Gusttavo Lima,Sertanejo,"É, às vezes acho que estou enlouquecendo,Por você, fujo, viajo no tempo, me submetendo,E pra você meu mundo gira em preto e branco e colorido,E sem você saio do presente pro passado e no futuro,Eu tô perdido,Por você eu mudo o jeito de viver,Vou ouvir vinil em vez de ouvir CD,Por você eu deixo a badalação,Faço serenata, voz e violão,Largo essa cidade pra morar no campo,Faço penitência, troco até de santo,Por você cancelo a reunião,O meu compromisso é com seu coração,Mas me espera que eu tô chegando, tô levando,Rosas, versos e vinhos,Me espera que tô chegando, tô voltando,Seja no tempo que for, eu só quero esse amor,É, agora separar a gente o tempo é incapaz,Por você,Por você eu mudo o jeito de viver,Vou ouvir vinil em vez de ouvir CD,Por você eu deixo a badalação,Faço serenata, voz e violão,Largo essa cidade pra morar no campo,Faço penitência, troco até de santo,Por você cancelo a reunião,O meu compromisso é com seu coração,Mas me espera que eu tô chegando, tô levando,Rosas e versos e vinhos,Me espera que tô chegando, tô voltando,Seja no tempo que for eu só quero esse amor,Por você eu mudo o jeito de viver,Vou ouvir vinil em vez de ouvir CD,Por você eu deixo a badalação,Faço serenata, voz e violão,Largo essa cidade pra morar no campo,Faço penitência, troco até de santo,Por você cancelo a reunião,O meu compromisso é com seu coração,Mas me espera que eu tô chegando, tô levando,Rosas e versos e vinhos,Me espera que tô chegando, tô voltando,Seja no tempo que for eu só quero esse amor,É, às vezes acho que eu estou enlouquecendo por você","Rosas, Versos e Vinhos"
Matheus e Kauan,Sertanejo,"Às vezes acho que devia te dizer mais vezes,Que te amo e que te quero mais que qualquer coisa,Por essa noite vem morar aqui, aqui, vem,Tem gente que chega e muda os planos da gente,E que faz a nossa vida caminhar pra frente,Agora sim eu sei pra onde ir,Dessa vida nada se leva,E no fundo todo mundo espera,Um amor que venha pra somar, pra completar,Simbora,O nosso santo bateu,O amor da sua vida sou eu,Tudo que é meu hoje é seu,E o fim nem precisa rimar,O nosso santo bateu,O amor da sua vida sou eu,Tudo que é meu hoje é seu,E o fim nem precisa rimar,E dessa vida nada se leva,E no fundo todo mundo espera,Um amor que venha pra somar, pra completar,O nosso santo bateu,O amor da sua vida sou eu,Tudo que é meu hoje é seu,E o fim nem precisa rimar,O nosso santo bateu, bateu,O amor da sua vida sou eu, sou eu,Tudo que é meu hoje é seu,E o fim nem precisa rimar",O Nosso Santo Bateu
Gusttavo Lima,Sertanejo,"Gatinha assanhada, cê tá querendo o quê?,Eu quero mexer, eu quero mexer,DJ aumenta o som e bota pra fritar,Que ela já tá louca, louca pra dançar,DJ aumenta o som e deixa acontecer,Tô curtindo parado, vendo ela mexer,E tá perdendo a linha, descendo na balada,Com dedinho na boca, ela tá pirada,E tá perdendo a linha, descendo na balada,Com dedinho na boca, ela tá pirada",Gatinha Assanhada
Zé Neto e Cristiano,Sertanejo,"Tem brinquedo espalhado pela casa toda,E as paredes rabiscadas com o giz de cera,Mudou de tal maneira,Nossa vida já não é a mesma,A gente já não dorme mais a noite inteira,Na mesa tem dois copos e uma mamadeira,Mudou de tal maneira,Nossa vida já não é a mesma,Tem um pinguinho de gente correndo na sala,Com o sorriso banguelo, eu não quero mais nada,Sabe aquele amor que se multiplica?,Quem nunca sonhou ter isso na vida?,Ser herói de alguém e, melhor ainda,Ter do lado a Mulher Maravilha,Sabe aquele amor que se multiplica?,Quem nunca sonhou ter isso na vida?,Ser herói de alguém e, melhor ainda,Ter do lado a Mulher Maravilha,Tem um pinguinho de gente correndo na sala,Com o sorriso banguelo, eu não quero mais nada,Sabe aquele amor que se multiplica?,Quem nunca sonhou ter isso na vida?,Ser herói de alguém e, melhor ainda,Ter do lado a Mulher Maravilha,Sabe aquele amor que se multiplica?,Quem nunca sonhou ter isso na vida?,Ser herói de alguém e, melhor ainda,Ter do lado a Mulher Maravilha",Mulher Maravilha
Jorge & Mateus,Sertanejo,"Baby, as palavras estão mudas,As conversas tão vazias,As explicações são vagas,Só eu sei como eu queria falar do meu amor,Abertamente sim, ir até o fim,Só eu conheço a dor de não acreditar,Que mereço ser feliz,Como num espelho, te olhando vejo,O meu próprio medo, minha indecisão,Mesmo te amando não estou seguro,Será que é verdade ou uma ilusão?,Como num espelho, te olhando vejo,O meu próprio medo, minha indecisão,Mesmo te amando não estou seguro,Será que é verdade ou uma ilusão?,As explicações são vagas,Só eu sei como eu queria falar do meu amor,Abertamente sim, ir até o fim,Só eu conheço a dor de não acreditar,Que mereço ser feliz,Como num espelho, te olhando vejo,O meu próprio medo, minha indecisão,Mesmo te amando não estou seguro,Será que é verdade ou uma ilusão?,Como num espelho, te olhando vejo,O meu próprio medo, minha indecisão,Mesmo te amando não estou seguro,Será que é verdade ou uma ilusão?,Seria tão bom só eu e você,Mas te faço sofrer,E é sem querer,Eu fujo da dor,Eu tenho pavor da solidão,Me perdoa coração,Como num espelho, te olhando vejo,O meu próprio medo, minha indecisão,Mesmo te amando não estou seguro,Será que é verdade ou uma ilusão?,Como num espelho, te olhando vejo,O meu próprio medo, minha indecisão,Mesmo te amando não estou seguro,Será que é verdade ou uma ilusão?",Espelho
Felipe Araújo,Sertanejo,"E se eu despir minha alma,Será que ela também te excita?,As vezes o amor se disfarça embaixo dos lençóis, reflita,Tenho vontade de ir mais fundo,Mas não tenho certeza se ainda posso,Certeza eu tenho que posso ir além do que virar seus olhos,Além de transpirar seus poros,Além de arrancar sua roupa,Além de apresentar o caminho que você percorre com a sua boca,Mas ó, é só uma ideia boba,É só uma ideinha boba,Tudo bem,Se é pra você me usar, o que é que tem?,Só de tá com você, fico bem,Posso não ser o amor da sua vida,Tudo bem,Se é pra você me usar, o que é que tem?,Tanto faz se você não me ama,Posso não ser o amor da sua vida,Mas eu sou o amor da sua cama, ai, ai, ai, ai,Mas eu sou o amor da sua cama, ai, ai, ai, ai,Tenho vontade de ir mais fundo,Mas não tenho certeza se ainda posso,Certeza eu tenho que posso ir além do que virar seus olhos,Além de transpirar seus poros,Além de arrancar sua roupa,Além de apresentar o caminho que você percorre com a sua boca,Mas ó, é só uma ideia boba,É só uma ideinha boba,Tudo bem,Se é pra você me usar, o que é que tem?,Só de tá com você, fico bem,Posso não ser o amor da sua vida,Tudo bem,Se é pra você me usar, o que é que tem?,Tanto faz se você não me ama,Posso não ser o amor da sua vida,Tudo bem,Se é pra você me usar, o que é que tem?,Só de tá com você, fico bem,Tudo bem,Se é pra você me usar, o que é que tem?,Tanto faz se você não me ama,Posso não ser o amor da sua vida,Mas eu sou o amor da sua cama, ai, ai, ai, ai,Mas eu sou o amor da sua cama, ai, ai, ai, ai,Tudo bem,Tudo bem",Amor da Sua Cama
Gusttavo Lima,Sertanejo,"Amor, não é segredo entre a gente,Que o meu término é recente,E você tá arrumando o que ela revirou,E esse sentimento pendente,Que insiste em bagunçar a minha mente,Vai passar um dia, mas ainda não passou,Eu sei que você poderia ter escolhido alguém menos complicado,Que não tivesse, no presente, uma pessoa do passado,Aceitar essa situação é uma forma de amor,Mas eu preciso que você me faça só mais um favor,Ainda não me chame de meu nego,Ainda não me chame de bebê,Porque era assim que ela me chamava,E um apelido carinhoso é o mais difícil de esquecer,Ainda não me chame de meu nego,Ainda não me chame de bebê,Porque era assim que ela me chamava,E um apelido carinhoso é o mais difícil de esquecer,Eu sei que você poderia ter escolhido alguém menos complicado,Que não tivesse, no presente, uma pessoa do passado,Aceitar essa situação é uma prova de amor,Mas eu preciso que você me faça só mais um favor,Ainda não me chame de meu nego,Ainda não me chame de bebê,Porque era assim que ela me chamava,E um apelido carinhoso é o mais difícil de esquecer,Ainda não me chame de meu nego,Ainda não me chame de bebê,Porque era assim que ela me chamava,E um apelido carinhoso é o mais difícil de esquecer,Ainda não me chame de meu nego,Ainda não me chame de bebê,Porque era assim que ela me chamava,E um apelido carinhoso é o mais difícil de esquecer,Ainda não me chame de meu nego,Ainda não me chame de bebê,Porque era assim que ela me chamava,E um apelido carinhoso é o mais difícil de esquecer",Apelido Carinhoso
